Id,Label,timeset,eigencentrality,indegree,outdegree,Degree,clustering,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,modularity_class
GNY,,,0.021951,4,4,8,0.833333,0.000112,9,0.275359,0.295573,0,5,5,10,3
GZT,,,0.022489,5,5,10,0.9,0.000132,9,0.275381,0.295721,0,9,9,18,3
HEL,,,0.455433,88,88,176,0.283197,0.001887,8,0.340629,0.382293,0.011463,161,159,320,1
HTY,,,0.032627,8,8,16,0.660714,0.000197,9,0.278791,0.300982,0.000007,9,9,18,6
MQM,,,0.021951,4,4,8,0.833333,0.000112,9,0.275359,0.295573,0,5,5,10,1
NTE,,,0.300278,56,55,111,0.450649,0.000795,9,0.302084,0.335301,0.000232,91,92,183,1
SXB,,,0.135302,26,26,52,0.593846,0.000396,9,0.295554,0.323464,0.000016,35,34,69,1
VAS,,,0.020077,3,3,6,0.666667,0.000091,9,0.275269,0.295277,0,4,4,8,1
AMH,,,0.003482,2,1,3,1,0.000099,10,0.244781,0.259669,0,2,1,3,6
ASO,,,0.003482,2,1,3,1,0.000099,10,0.244781,0.259669,0,2,1,3,6
AXU,,,0.003457,2,2,4,0.5,0.000119,10,0.244817,0.259866,0.000096,2,2,4,6
BAH,,,0.15841,40,40,80,0.49878,0.000782,9,0.315696,0.346809,0.000356,86,84,170,6
BJR,,,0.003292,1,2,3,0.5,0.00007,10,0.244817,0.259866,0.000096,1,2,3,6
BKK,,,0.43431,121,121,242,0.196383,0.002605,8,0.353169,0.401487,0.022201,330,326,656,7
BOM,,,0.256924,82,83,165,0.192997,0.0021,9,0.332447,0.372135,0.010026,225,227,452,6
DAR,,,0.048016,19,22,41,0.294372,0.000624,9,0.301168,0.327893,0.002167,32,35,67,4
DEL,,,0.335438,97,97,194,0.184199,0.002333,9,0.348288,0.389945,0.014927,263,264,527,6
DIR,,,0.004266,3,3,6,0.666667,0.000151,10,0.244888,0.260162,0.000001,3,3,6,6
DOH,,,0.515764,118,116,234,0.242214,0.002213,8,0.372326,0.417582,0.017419,188,189,377,6
EBB,,,0.047447,16,20,36,0.376316,0.000539,9,0.304563,0.331256,0.002231,33,34,67,4
FBM,,,0.011004,7,6,13,0.47619,0.000306,10,0.256962,0.27471,0.000132,10,10,20,4
FIH,,,0.054778,19,16,35,0.242105,0.000818,9,0.295606,0.320853,0.008242,28,27,55,4
GDQ,,,0.003457,2,2,4,0.5,0.000119,10,0.244817,0.259866,0.000096,2,2,4,6
GMB,,,0.003292,1,2,3,1,0.00007,10,0.244799,0.259817,0,1,2,3,6
HGA,,,0.019142,7,5,12,0.5,0.000246,10,0.245261,0.261065,0.000043,8,7,15,6
HKG,,,0.445537,134,133,267,0.207384,0.002685,9,0.367425,0.416234,0.027812,355,355,710,12
HRE,,,0.028991,14,11,25,0.39011,0.000453,10,0.258833,0.2784,0.000082,31,26,57,4
JIB,,,0.043326,12,12,24,0.378205,0.000362,9,0.299964,0.324575,0.000375,17,23,40,6
JIJ,,,0.003655,3,3,6,0.333333,0.000197,10,0.244834,0.260014,0.000576,3,3,6,6
JIM,,,0.003292,1,2,3,1,0.00007,10,0.244799,0.259817,0,1,2,3,6
JRO,,,0.035133,11,9,20,0.490909,0.000373,10,0.247926,0.265818,0.004025,21,20,41,4
JUB,,,0.024164,8,7,15,0.767857,0.000224,9,0.284068,0.304047,0.000006,12,12,24,6
KGL,,,0.061396,17,16,33,0.422794,0.000475,9,0.29378,0.319218,0.000761,38,40,78,4
KRT,,,0.069297,22,22,44,0.389328,0.000609,9,0.292964,0.318078,0.001789,40,41,81,6
KWI,,,0.20231,57,57,114,0.327284,0.001114,9,0.321344,0.356236,0.001084,119,120,239,6
LAD,,,0.132522,36,36,72,0.190612,0.00119,9,0.321221,0.352677,0.008207,46,46,92,4
LLW,,,0.011681,7,6,13,0.809524,0.000241,10,0.256845,0.274629,0.000002,13,12,25,4
LUN,,,0.02231,15,18,33,0.236842,0.000601,9,0.298058,0.322656,0.002363,33,34,67,4
MBA,,,0.03181,8,9,17,0.569444,0.000239,9,0.300498,0.323759,0.000252,12,14,26,4
MCT,,,0.195822,53,54,107,0.361953,0.001096,9,0.316703,0.350358,0.002071,104,104,208,6
MPM,,,0.021653,15,15,30,0.257143,0.000542,9,0.274196,0.296788,0.001163,17,17,34,4
MQX,,,0.003639,3,3,6,0.333333,0.000214,10,0.244834,0.260014,0.000576,3,3,6,6
PEK,,,0.595485,206,206,412,0.121336,0.003829,8,0.376267,0.431041,0.049167,534,535,1069,12
PNR,,,0.028705,9,9,18,0.638889,0.000276,9,0.290021,0.31177,0.000583,18,18,36,4
SZE,,,0.003498,2,2,4,1,0.00013,10,0.244817,0.259866,0,2,2,4,6
TLV,,,0.467922,78,79,157,0.402142,0.001279,8,0.350384,0.389097,0.004123,135,136,271,1
ADE,,,0.04845,15,18,33,0.522876,0.000342,9,0.291724,0.315867,0.000075,21,23,44,6
AHB,,,0.031651,10,11,21,0.754545,0.000233,9,0.283353,0.303737,0.000001,14,15,29,6
AMM,,,0.298446,58,57,115,0.3781,0.001049,9,0.334059,0.370147,0.001597,112,111,223,6
ASM,,,0.016595,8,7,15,0.527778,0.000223,9,0.266767,0.285534,0.00029,8,7,15,6
AUH,,,0.394501,89,87,176,0.271536,0.0017,9,0.361099,0.402913,0.008195,236,241,477,6
BBO,,,0.011219,5,6,11,0.357143,0.000205,9,0.281792,0.300524,0.000586,8,7,15,6
GXF,,,0.012211,4,4,8,1,0.000117,10,0.270376,0.288411,0,5,5,10,6
MGQ,,,0.006338,8,7,15,0.303571,0.000304,10,0.244462,0.260409,0.000187,14,10,24,6
RIY,,,0.030147,8,9,17,0.638889,0.000222,9,0.284044,0.304255,0.000576,10,12,22,6
SHJ,,,0.13937,78,78,156,0.156962,0.001586,9,0.293959,0.330941,0.001638,98,97,195,6
ADF,,,0.013083,2,2,4,1,0.000082,9,0.274107,0.293475,0,2,2,4,3
ADK,,,0.001107,1,1,2,0,0.000099,10,0.229198,0.240122,0,1,1,2,16
ANC,,,0.057814,34,34,68,0.095365,0.002209,9,0.297323,0.323523,0.070204,59,59,118,16
ADL,,,0.041858,26,26,52,0.246154,0.001123,9,0.297297,0.323547,0.004504,51,51,102,7
AKL,,,0.089529,50,45,95,0.149388,0.002041,9,0.315431,0.344749,0.01475,117,96,213,7
ASP,,,0.010009,8,8,16,0.821429,0.000318,10,0.255775,0.27342,0.000004,13,11,24,7
BHQ,,,0.003892,4,4,8,0.666667,0.000201,10,0.253205,0.26852,0.000001,4,4,8,7
BNE,,,0.089631,56,60,116,0.115847,0.002277,9,0.320459,0.352793,0.030521,144,152,296,7
CBR,,,0.009038,6,6,12,0.866667,0.000234,10,0.255292,0.272172,0.000001,13,13,26,7
CED,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,1,1,2,7
CPD,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,1,1,2,7
DPS,,,0.086805,42,42,84,0.253775,0.001307,9,0.298506,0.330327,0.006095,101,100,201,7
DRW,,,0.026291,20,20,40,0.326316,0.000803,9,0.27635,0.300524,0.003194,44,46,90,7
KGC,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,1,1,2,7
KGI,,,0.004155,3,3,6,1,0.000141,10,0.245743,0.259983,0,5,5,10,7
KUL,,,0.285658,111,112,223,0.173182,0.002602,9,0.340595,0.38684,0.01787,257,257,514,7
MGB,,,0.002829,2,2,4,1,0.000109,10,0.243932,0.257383,0,2,2,4,7
MQL,,,0.005647,4,4,8,0.833333,0.000183,10,0.253643,0.26923,0,6,6,12,7
OLP,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,1,1,2,7
OOL,,,0.029258,13,13,26,0.5,0.000445,9,0.285726,0.308074,0.000532,28,28,56,7
PER,,,0.072232,38,38,76,0.211238,0.001469,9,0.305915,0.336156,0.007864,90,92,182,7
PLO,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,2,2,4,7
PUG,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,1,1,2,7
SIN,,,0.36899,125,125,250,0.174258,0.002844,8,0.349912,0.399081,0.031225,412,408,820,7
WYA,,,0.000856,1,1,2,0,0.000081,10,0.229182,0.240512,0,1,1,2,7
ADQ,,,0.00171,5,8,13,0.017857,0.000383,10,0.229541,0.241765,0.004313,6,11,17,16
AKK,,,0.000192,1,1,2,0,0.000085,11,0.186698,0.192904,0,1,1,2,16
AOS,,,0.000192,1,1,2,0,0.000085,1,1,1,0.000288,1,1,2,16
KKB,,,0.000192,1,1,2,0,0.000085,2,0.666667,0.75,0.000576,1,1,2,16
KLN,,,0.000192,1,1,2,0,0.000085,1,1,1,0.000288,1,1,2,16
KOZ,,,0.000192,1,2,3,1,0.000085,11,0.186709,0.193052,0,2,2,4,16
OLH,,,0.000192,1,1,2,0,0.000085,11,0.186698,0.192904,0,2,1,3,16
ORI,,,0.000341,2,1,3,1,0.000121,11,0.186698,0.192904,0,2,1,3,16
ADU,,,0.00167,2,2,4,1,0.000106,10,0.226053,0.237886,0,3,3,6,6
ADZ,,,0.00916,8,8,16,0.571429,0.000313,10,0.251752,0.268237,0.000576,11,11,22,8
BAQ,,,0.014533,6,6,12,0.933333,0.000204,10,0.260712,0.279554,0.000004,10,10,20,8
BOG,,,0.180392,74,74,148,0.142355,0.00288,9,0.321834,0.36012,0.024836,155,152,307,8
CLO,,,0.032546,18,18,36,0.343137,0.000665,9,0.282712,0.306446,0.001445,27,30,57,8
CTG,,,0.028792,8,8,16,0.785714,0.000238,9,0.283305,0.303735,0.000034,12,12,24,8
MDE,,,0.048539,18,18,36,0.447712,0.000524,9,0.291171,0.316078,0.000236,26,26,52,8
PEI,,,0.006836,4,4,8,0.666667,0.000183,10,0.251658,0.267595,0.000011,6,6,12,8
PTY,,,0.21993,72,72,144,0.246088,0.001714,9,0.332316,0.368992,0.00689,106,106,212,8
PVA,,,0.000308,1,1,2,0,0.000077,11,0.201132,0.209143,0,1,1,2,8
AEB,,,0.010351,3,3,6,1,0.00009,10,0.260792,0.278613,0,3,3,6,12
KWL,,,0.10962,40,41,81,0.645732,0.000667,9,0.288091,0.316287,0.000052,107,107,214,12
AEP,,,0.019187,42,43,85,0.053383,0.002373,10,0.263109,0.285926,0.014076,63,65,128,9
AFA,,,0.00079,2,2,4,0.5,0.000169,11,0.208328,0.218496,0.000288,2,2,4,9
ASU,,,0.023385,10,10,20,0.655556,0.000326,10,0.272691,0.293929,0.000127,18,18,36,9
BHI,,,0.001017,3,3,6,0.666667,0.000199,11,0.208367,0.218718,0,4,4,8,9
BRC,,,0.004234,6,6,12,0.52381,0.000287,10,0.243704,0.259388,0.000111,7,7,14,9
COR,,,0.016689,11,11,22,0.436364,0.000434,10,0.2653,0.285302,0.000681,13,13,26,9
CPC,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
CRD,,,0.001617,6,4,10,0.466667,0.000332,11,0.208392,0.218915,0.000001,8,6,14,9
CTC,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
CWB,,,0.026277,24,23,47,0.336957,0.000799,10,0.260049,0.28089,0.001727,43,43,86,9
EQS,,,0.001084,3,3,6,0.833333,0.000177,11,0.208367,0.218718,0,3,3,6,9
FLN,,,0.014989,12,12,24,0.469697,0.000438,10,0.259629,0.278792,0.000972,21,21,42,9
FMA,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
FTE,,,0.003357,3,3,6,0.666667,0.000174,10,0.243651,0.258943,0,4,4,8,9
GIG,,,0.177026,50,49,99,0.278776,0.001257,9,0.327737,0.364105,0.011251,96,98,194,9
GRU,,,0.315084,90,92,182,0.166985,0.002308,9,0.347,0.388783,0.039641,194,193,387,9
IGR,,,0.003332,3,3,6,0.333333,0.00016,10,0.243651,0.258943,0.000032,4,4,8,9
IRJ,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
JUJ,,,0.001058,2,2,4,1,0.000125,11,0.210457,0.221397,0,2,2,4,9
LUQ,,,0.000797,2,1,3,1,0.000163,11,0.208315,0.218348,0,2,1,3,9
MDQ,,,0.000806,2,2,4,1,0.000147,11,0.208328,0.218496,0,3,3,6,9
MDZ,,,0.006107,8,7,15,0.428571,0.000359,10,0.250204,0.266232,0.000286,11,10,21,9
MVD,,,0.036569,12,12,24,0.757576,0.000353,9,0.289251,0.31277,0.000257,23,23,46,9
NQN,,,0.0011,3,3,6,0.666667,0.000205,11,0.208367,0.218718,0,6,6,12,9
PDP,,,0.000914,2,2,4,1,0.000129,11,0.208354,0.21857,0,3,3,6,9
PMY,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
POA,,,0.031687,26,27,53,0.247537,0.000903,9,0.279553,0.305459,0.004342,44,42,86,9
PRA,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,2,2,4,9
PSS,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
REL,,,0.003676,5,6,11,0.357143,0.000319,10,0.243704,0.259388,0.000481,5,6,11,9
RES,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
RGA,,,0.000814,2,2,4,1,0.000138,11,0.208341,0.218545,0,2,2,4,9
RGL,,,0.001191,4,5,9,0.233333,0.000274,11,0.208418,0.219113,0.000291,5,6,11,9
RHD,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
ROS,,,0.008445,5,5,10,0.6,0.000224,10,0.258536,0.275831,0.000229,7,7,14,9
RSA,,,0.000632,1,1,2,1,0.000091,12,0.172428,0.178046,0,1,1,2,9
SCL,,,0.108752,39,40,79,0.225,0.001328,9,0.324774,0.35745,0.01449,79,79,158,9
SDE,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,1,1,2,9
SFN,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,2,2,4,9
SLA,,,0.00153,4,4,8,0.666667,0.000214,11,0.210484,0.221693,0,6,6,12,9
TUC,,,0.000632,1,1,2,0,0.000091,11,0.208315,0.218348,0,2,2,4,9
UAQ,,,0.000632,1,2,3,1,0.000091,11,0.208354,0.21857,0,2,2,4,9
USH,,,0.003531,4,3,7,0.5,0.00021,10,0.243651,0.258943,0.000042,6,4,10,9
VDM,,,0.000632,1,1,2,1,0.000091,11,0.195973,0.203907,0,1,1,2,9
AER,,,0.057033,18,17,35,0.513072,0.000345,9,0.281112,0.306771,0.000024,26,26,52,3
DYU,,,0.086898,31,30,61,0.304301,0.000597,9,0.306526,0.335776,0.000357,54,52,106,3
EVN,,,0.123957,33,33,66,0.360795,0.000585,9,0.304289,0.333897,0.000159,45,45,90,3
KIV,,,0.15144,25,25,50,0.465,0.00039,9,0.301679,0.331895,0.000079,34,34,68,1
KJA,,,0.075986,31,30,61,0.326882,0.000735,9,0.296384,0.325388,0.00194,47,45,92,3
KRR,,,0.116872,33,34,67,0.359664,0.000609,9,0.299194,0.328866,0.000238,45,46,91,3
KZN,,,0.057183,21,21,42,0.42381,0.000406,9,0.282926,0.309969,0.000049,28,28,56,3
LBD,,,0.033105,19,19,38,0.368421,0.000387,9,0.261682,0.285865,0.000025,33,33,66,3
MSQ,,,0.232606,41,41,82,0.479268,0.000652,9,0.31113,0.343861,0.000177,54,54,108,3
OMS,,,0.043725,15,15,30,0.438095,0.000302,9,0.273441,0.297113,0.000012,17,17,34,3
SVX,,,0.177401,66,65,131,0.187472,0.001349,9,0.31496,0.35199,0.004044,101,98,199,3
TAS,,,0.204858,56,57,113,0.274436,0.001083,9,0.3254,0.361674,0.00217,79,81,160,3
VKO,,,0.248026,73,74,147,0.142725,0.001482,9,0.335053,0.371539,0.007992,85,86,171,3
AES,,,0.06048,10,10,20,0.8,0.000182,8,0.287919,0.310384,0,13,13,26,1
GDN,,,0.224525,47,47,94,0.324699,0.000681,8,0.300311,0.330883,0.000354,50,51,101,1
TRD,,,0.10535,30,31,61,0.337634,0.00063,8,0.292153,0.319169,0.002612,42,44,86,1
VNO,,,0.255008,46,46,92,0.386957,0.000675,8,0.308458,0.342715,0.000324,58,58,116,1
AET,,,0.000549,2,3,5,0.5,0.000192,10,0.210366,0.218526,0.000287,2,3,5,16
BTT,,,0.000709,3,4,7,0.416667,0.000303,10,0.210379,0.218674,0.000288,4,5,9,16
FAI,,,0.009283,21,19,40,0.047101,0.001862,9,0.266304,0.283455,0.015143,27,27,54,16
HUS,,,0.000325,2,2,4,0.5,0.000141,10,0.210366,0.218402,0.000058,2,2,4,16
AEX,,,0.022914,3,3,6,1,0.000099,10,0.27719,0.297735,0,6,6,12,8
AEY,,,0.00018,1,1,2,0,0.000132,10,0.164957,0.16917,0,1,1,2,22
RKV,,,0.00088,5,5,10,0.1,0.000517,9,0.197532,0.205069,0.001726,5,5,10,22
AFL,,,0.000429,1,1,2,0,0.000081,11,0.205664,0.214506,0,1,1,2,9
CGB,,,0.013548,18,18,36,0.24183,0.000783,10,0.258893,0.277756,0.002956,33,33,66,9
AFZ,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
AGA,,,0.124463,21,20,41,0.454545,0.000351,9,0.298216,0.325055,0.000209,28,28,56,1
EUN,,,0.012345,3,3,6,1,0.000089,9,0.251602,0.268575,0,4,4,8,1
LIL,,,0.107255,29,30,59,0.280242,0.000448,9,0.27003,0.296362,0.000054,40,40,80,1
VIL,,,0.012345,3,3,6,1,0.000089,9,0.251602,0.268575,0,3,3,6,1
AGB,,,0.005112,1,1,2,0,0.000058,10,0.239623,0.255086,0,1,1,2,1
AGF,,,0.005711,2,2,4,1,0.000093,9,0.241923,0.258635,0,2,2,4,1
DCM,,,0.007333,3,3,6,0.666667,0.000115,9,0.242653,0.259819,0,3,3,6,1
AGH,,,0.008154,2,2,4,0,0.000087,9,0.258497,0.274895,0.000001,3,3,6,1
AGM,,,0.000778,5,5,10,0,0.000647,10,0.175474,0.18092,0.002302,5,5,10,22
IOQ,,,0.000178,1,1,2,0,0.000154,11,0.149286,0.152469,0,1,1,2,22
KUS,,,0.001075,5,5,10,0.2,0.000461,9,0.212698,0.221452,0.004065,5,5,10,22
KUZ,,,0.000178,1,1,2,0,0.000154,11,0.149286,0.152469,0,1,1,2,22
SGG,,,0.000178,1,1,2,0,0.000154,11,0.149286,0.152469,0,1,1,2,22
TQI,,,0.000178,1,1,2,0,0.000154,11,0.149286,0.152469,0,1,1,2,22
AGN,,,0.000326,1,1,2,0.5,0.000123,11,0.173669,0.177996,0.000288,1,1,2,16
TKE,,,0.000151,1,1,2,0.5,0.000149,10,0.210143,0.217776,0.000288,1,1,2,16
BOD,,,0.275355,49,49,98,0.506378,0.000702,9,0.305611,0.337694,0.000211,67,67,134,1
BTS,,,0.08059,18,18,36,0.490196,0.000273,9,0.267252,0.292406,0.000016,20,20,40,1
BUD,,,0.450526,77,77,154,0.427888,0.001073,8,0.319459,0.357854,0.00062,97,98,195,1
BVE,,,0.02336,5,4,9,0.5,0.000115,9,0.246245,0.267592,0.000001,6,5,11,1
CIA,,,0.176226,50,50,100,0.318367,0.000663,9,0.285485,0.315295,0.00007,50,50,100,1
CWL,,,0.104527,19,20,39,0.461905,0.000322,9,0.289548,0.315708,0.000582,31,32,63,1
EXT,,,0.100814,19,19,38,0.447368,0.000339,9,0.295012,0.320813,0.001021,24,25,49,1
FMM,,,0.087948,21,21,42,0.292857,0.000306,9,0.269234,0.294045,0.000011,23,23,46,1
FMO,,,0.072749,11,11,22,0.727273,0.000179,9,0.289573,0.312512,0.000001,11,11,22,1
GSE,,,0.081378,20,20,40,0.352632,0.000317,9,0.264055,0.288892,0.000244,21,21,42,1
GVA,,,0.567019,100,101,201,0.369406,0.001436,8,0.339738,0.383697,0.00153,163,166,329,1
HAU,,,0.049959,10,10,20,0.555556,0.000173,8,0.270463,0.291906,0.000002,12,12,24,1
IBZ,,,0.310034,58,58,116,0.380479,0.000773,9,0.302897,0.335459,0.00014,103,99,202,1
KRK,,,0.283332,52,52,104,0.411011,0.000709,8,0.306944,0.339732,0.000165,57,57,114,1
MLN,,,0.019206,4,4,8,0.5,0.000103,9,0.272845,0.292398,0,5,5,10,1
MMX,,,0.045341,13,13,26,0.230769,0.000284,9,0.265947,0.288756,0.000788,16,16,32,1
MXP,,,0.613165,111,107,218,0.308391,0.001662,8,0.350711,0.39516,0.003842,194,192,386,1
NUE,,,0.196824,30,32,62,0.5,0.000433,9,0.301814,0.33193,0.000058,47,48,95,1
NYO,,,0.112533,31,31,62,0.333333,0.000432,9,0.271529,0.297263,0.000021,31,31,62,1
PRG,,,0.511442,94,94,188,0.372912,0.00135,8,0.330011,0.370562,0.001389,181,180,361,1
RTM,,,0.163182,29,29,58,0.329885,0.000431,9,0.300044,0.328421,0.000244,33,33,66,1
RYG,,,0.146618,35,35,70,0.395798,0.000482,9,0.284595,0.312058,0.000028,37,37,74,1
SEN,,,0.091737,14,14,28,0.675824,0.000213,9,0.288017,0.311834,0,14,14,28,1
SOF,,,0.281136,41,41,82,0.543293,0.000583,9,0.308233,0.340846,0.000107,66,66,132,1
TLS,,,0.286851,47,46,93,0.506013,0.000788,9,0.310586,0.343893,0.001648,83,78,161,1
TMP,,,0.050945,10,10,20,0.622222,0.000176,9,0.270593,0.293836,0.000006,12,12,24,1
TRF,,,0.145503,30,30,60,0.413793,0.000441,8,0.293321,0.321296,0.000044,37,37,74,1
TSF,,,0.142732,38,38,76,0.295875,0.000517,9,0.277805,0.305569,0.000035,38,38,76,1
VLC,,,0.313828,57,57,114,0.431704,0.000784,9,0.309419,0.345401,0.000276,81,82,163,1
VST,,,0.019023,3,3,6,0.666667,0.000081,9,0.246083,0.266791,0,3,3,6,1
WAW,,,0.442184,78,78,156,0.386447,0.001118,8,0.339841,0.37809,0.002097,120,120,240,1
WRO,,,0.168169,31,31,62,0.456989,0.000427,8,0.298322,0.325604,0.000066,33,33,66,1
YUL,,,0.401008,92,93,185,0.210197,0.0021,9,0.343785,0.383628,0.028025,186,185,371,8
AGR,,,0.004222,2,2,4,0.5,0.000102,10,0.249557,0.26504,0.000288,2,2,4,6
HJR,,,0.000207,1,1,2,0.5,0.000087,11,0.206785,0.215303,0,1,1,2,6
AGS,,,0.018793,3,3,6,1,0.000095,10,0.267867,0.286638,0,7,7,14,8
DCA,,,0.265053,89,91,180,0.289744,0.001669,9,0.315431,0.350009,0.0011,192,196,388,8
AGT,,,0.005215,2,2,4,1,0.000093,10,0.257649,0.273437,0,4,4,8,9
AGU,,,0.033014,7,7,14,0.809524,0.000179,9,0.287551,0.306702,0.000003,9,9,18,8
CUN,,,0.312124,78,78,156,0.296914,0.001542,9,0.338072,0.37659,0.004067,154,157,311,8
AGX,,,0.001199,1,1,2,0,0.000063,10,0.226538,0.237225,0,1,1,2,6
COK,,,0.071567,22,22,44,0.69697,0.000486,9,0.292863,0.317328,0.000595,59,59,118,6
MED,,,0.107881,42,28,70,0.305648,0.000952,9,0.292761,0.318433,0.001789,59,39,98,6
TIF,,,0.045519,9,9,18,0.861111,0.000198,9,0.289971,0.311928,0.000002,13,13,26,6
TUU,,,0.027717,7,7,14,1,0.000178,9,0.282641,0.302084,0,9,9,18,6
AHE,,,0.000945,3,2,5,0.666667,0.000235,10,0.226234,0.235328,0,3,2,5,14
PPT,,,0.023363,29,28,57,0.05746,0.001924,9,0.29233,0.313182,0.016776,39,38,77,14
XMH,,,0.000976,3,3,6,0.666667,0.000282,10,0.226249,0.235476,0,3,3,6,14
AHN,,,0.003042,1,1,2,0,0.00006,10,0.235692,0.247546,0,1,1,2,8
BNA,,,0.202361,46,47,93,0.659574,0.000879,9,0.308346,0.337624,0.001018,82,82,164,8
AHO,,,0.109833,31,31,62,0.307527,0.000445,9,0.283686,0.309878,0.000138,31,31,62,1
AOI,,,0.058861,10,10,20,0.4,0.000168,9,0.280855,0.30414,0.000007,10,10,20,1
CUF,,,0.015425,5,5,10,0.2,0.000111,9,0.251714,0.269428,0.000002,5,5,10,1
GRO,,,0.153209,49,49,98,0.238776,0.000691,9,0.289548,0.319034,0.00043,49,49,98,1
LIN,,,0.204927,33,33,66,0.462121,0.000486,8,0.304783,0.333873,0.00036,60,60,120,1
OTP,,,0.371749,68,66,134,0.384109,0.001066,8,0.319489,0.353747,0.002971,115,112,227,1
PMF,,,0.011413,4,4,8,0.5,0.000094,9,0.233654,0.251271,0,4,4,8,1
PSA,,,0.308746,65,65,130,0.354327,0.000873,8,0.308486,0.342965,0.000497,76,76,152,1
TRN,,,0.183744,29,29,58,0.460591,0.000429,9,0.302924,0.332352,0.000099,42,44,86,1
TRS,,,0.05321,11,11,22,0.472727,0.000178,9,0.280295,0.303212,0.000004,11,11,22,1
AHU,,,0.000211,1,1,2,0.5,0.000096,10,0.248382,0.263592,0.000288,1,1,2,1
AIA,,,0.005824,1,1,2,0.5,0.000066,10,0.203642,0.210931,0.000288,3,3,6,8
CDR,,,0.000228,1,1,2,0.5,0.0001,9,0.255678,0.27074,0.000288,3,3,6,8
AIN,,,0.000358,2,2,4,1,0.000176,11,0.186884,0.193383,0,2,2,4,16
ATK,,,0.000358,2,2,4,1,0.000176,11,0.186884,0.193383,0,2,2,4,16
BRW,,,0.001933,6,7,13,0.238095,0.000468,10,0.229806,0.242348,0.002005,6,7,13,16
AIT,,,0.000373,1,2,3,1,0.000103,10,0.224117,0.23247,0,2,3,5,14
AIU,,,0.000524,2,1,3,1,0.000147,10,0.224102,0.232322,0,2,1,3,14
RAR,,,0.013384,9,9,18,0.152778,0.000623,9,0.288805,0.307052,0.00291,13,14,27,14
AJA,,,0.110166,25,25,50,0.373846,0.000452,9,0.293499,0.319954,0.000824,39,39,78,1
AVN,,,0.002338,2,2,4,0,0.000076,10,0.227699,0.239892,0,2,2,4,1
BES,,,0.057374,11,11,22,0.636364,0.000198,9,0.288731,0.311699,0.000004,17,17,34,1
CFR,,,0.018743,4,4,8,1,0.000102,9,0.252128,0.270823,0,4,4,8,1
LGG,,,0.015578,6,7,13,0.214286,0.00016,9,0.241611,0.261169,0.000289,8,9,17,1
MPL,,,0.105729,20,20,40,0.352632,0.000311,9,0.296592,0.322804,0.00003,24,24,48,1
NCE,,,0.472613,90,90,180,0.337953,0.001347,8,0.330431,0.370673,0.002477,134,135,269,1
OLB,,,0.198663,32,32,64,0.546402,0.000453,9,0.298585,0.326698,0.000014,52,52,104,1
PIS,,,0.01573,5,5,10,0.4,0.000115,9,0.249926,0.269728,0.000001,7,7,14,1
AJF,,,0.008366,2,2,4,1,0.00008,10,0.258596,0.274605,0,2,2,4,6
AJI,,,0.013083,2,2,4,1,0.000082,9,0.274107,0.293475,0,2,2,4,3
AJL,,,0.00196,3,3,6,1,0.000131,10,0.229182,0.241163,0,6,6,12,6
CCU,,,0.070982,37,37,74,0.239489,0.001027,9,0.297245,0.324918,0.003895,97,97,194,6
GAU,,,0.02029,12,12,24,0.356061,0.0004,9,0.271136,0.291166,0.000395,32,31,63,6
IMF,,,0.002314,5,5,10,0.7,0.000208,10,0.229213,0.241459,0,9,9,18,6
AJR,,,0.000249,1,1,2,0,0.00011,10,0.205376,0.213376,0,2,2,4,1
LYC,,,0.007789,2,2,4,0,0.000154,9,0.258437,0.274772,0.000576,4,4,8,1
AJU,,,0.012114,8,8,16,0.857143,0.000251,10,0.258675,0.276201,0.000004,13,13,26,9
BSB,,,0.064009,45,44,89,0.207576,0.00144,9,0.302219,0.333506,0.008704,99,98,197,9
MCZ,,,0.011695,7,7,14,0.952381,0.000223,10,0.258615,0.275954,0.000004,13,13,26,9
