year,Source,Target,numberacquisitions
2006,541,519,1
2006,441,454,1
2006,515,515,84
2006,332,561,1
2006,325,511,2
2006,524,531,1
2006,326,332,2
2006,523,311,22
2006,541,236,6
2006,322,711,1
2006,423,444,9
2006,517,812,1
2006,238,451,1
2006,453,561,1
2006,333,522,2
2006,524,315,1
2006,331,336,1
2006,623,325,1
2006,713,561,1
2006,487,532,1
2006,519,531,1
2006,522,721,1
2006,339,511,9
2006,326,336,1
2006,512,531,1
2006,332,238,1
2006,315,453,1
2006,515,533,2
2006,531,713,3
2006,511,813,1
2006,311,488,1
2006,336,334,8
2006,453,336,1
2006,519,812,1
2006,523,115,3
2006,211,237,1
2006,332,488,1
2006,523,447,1
2006,444,444,7
2006,111,312,2
2006,541,333,9
2006,321,721,1
2006,332,324,1
2006,212,212,64
2006,221,238,1
2006,325,314,1
2006,315,424,3
2006,334,519,1
2006,316,316,8
2006,326,324,1
2006,238,221,2
2006,541,334,25
2006,523,443,4
2006,236,237,4
2006,518,333,1
2006,561,561,97
2006,326,454,1
2006,339,423,9
2006,621,511,3
2006,213,238,3
2006,562,561,1
2006,451,339,1
2006,453,515,1
2006,523,323,2
2006,311,722,1
2006,325,339,12
2006,541,531,2
2006,541,336,2
2006,541,212,4
2006,213,211,28
2006,486,482,1
2006,531,221,1
2006,493,488,1
2006,445,454,1
2006,314,325,1
2006,336,811,3
2006,722,523,3
2006,541,339,5
2006,524,334,1
2006,331,327,2
2006,524,621,5
2006,531,511,2
2006,333,311,1
2006,331,531,1
2006,424,424,51
2006,451,443,2
2006,813,237,1
2006,621,621,90
2006,524,541,14
2006,424,448,2
2006,333,321,2
2006,541,424,4
2006,315,812,1
2006,621,518,1
2006,335,237,1
2006,511,423,1
2006,518,541,16
2006,238,484,1
2006,213,325,1
2006,485,485,6
2006,813,441,1
2006,611,334,1
2006,313,325,1
2006,523,541,84
2006,331,333,2
2006,531,493,1
2006,423,221,11
2006,325,518,1
2006,525,311,1
2006,522,532,3
2006,561,221,1
2006,311,112,1
2006,334,339,15
2006,525,525,68
2006,237,488,2
2006,339,561,4
2006,453,423,3
2006,541,621,6
2006,721,523,1
2006,325,334,7
2006,332,321,1
2006,443,561,1
2006,322,334,1
2006,333,325,12
2006,511,923,1
2006,335,238,1
2006,561,522,8
2006,621,454,1
2006,525,451,1
2006,621,334,2
2006,523,561,32
2006,523,313,4
2006,443,423,1
2006,236,423,1
2006,322,323,1
2006,484,492,1
2006,531,441,2
2006,454,442,1
2006,523,721,42
2006,517,453,1
2006,327,332,3
2006,532,334,1
2006,454,453,2
2006,541,924,1
2006,442,313,1
2006,453,517,1
2006,443,325,1
2006,621,211,1
2006,533,238,3
2006,525,488,2
2006,332,325,6
2006,311,446,1
2006,423,448,1
2006,311,311,76
2006,541,611,1
2006,424,561,2
2006,454,511,2
2006,722,311,4
2006,512,339,1
2006,336,326,1
2006,334,453,1
2006,331,331,28
2006,327,334,2
2006,531,721,70
2006,324,238,1
2006,561,621,2
2006,424,621,2
2006,312,311,2
2006,517,518,1
2006,484,488,12
2006,334,532,1
2006,451,511,1
2006,525,333,1
2006,211,335,2
2006,334,334,281
2006,541,488,1
2006,334,238,1
2006,532,522,1
2006,522,561,11
2006,561,453,2
2006,339,339,73
2006,926,339,1
2006,524,561,9
2006,812,511,1
2006,324,486,1
2006,424,423,1
2006,531,212,1
2007,541,211,2
2007,212,531,1
2007,517,236,1
2007,211,493,1
2007,524,423,3
2007,525,523,6
2007,522,525,1
2007,492,492,3
2007,335,423,1
2007,924,541,1
2007,532,332,1
2007,517,522,2
2007,523,522,51
2007,311,525,1
2007,523,518,4
2007,211,238,2
2007,541,524,6
2007,238,541,3
2007,484,424,1
2007,531,333,1
2007,523,337,17
2007,221,523,2
2007,927,511,1
2007,486,324,2
2007,334,339,29
2007,311,722,2
2007,488,541,1
2007,517,512,1
2007,334,812,1
2007,311,445,1
2007,325,316,1
2007,484,541,3
2007,237,531,21
2007,623,624,1
2007,522,333,1
2007,524,441,1
2007,531,713,5
2007,313,336,2
2007,531,445,5
2007,423,522,1
2007,523,453,7
2007,236,531,3
2007,517,316,1
2007,336,335,1
2007,621,311,1
2007,517,523,2
2007,562,511,1
2007,523,221,26
2007,442,453,1
2007,532,812,1
2007,532,711,1
2007,314,313,1
2007,334,515,2
2007,322,453,2
2007,531,448,1
2007,334,813,1
2007,237,561,1
2007,511,515,4
2007,523,323,7
2007,238,336,1
2007,519,541,10
2007,511,541,106
2007,334,327,1
2007,238,211,1
2007,221,221,104
2007,221,238,2
2007,524,311,1
2007,448,315,1
2007,512,334,1
2007,339,484,1
2007,312,483,1
2007,327,327,42
2007,562,484,3
2007,448,424,1
2007,331,332,11
2007,811,811,4
2007,532,339,2
2007,314,321,1
2007,541,481,1
2007,711,333,1
2007,221,325,1
2007,533,333,1
2007,517,212,1
2007,486,221,12
2007,561,238,1
2007,331,484,1
2007,523,238,12
2007,333,336,6
2007,512,722,1
2007,237,454,1
2007,212,522,1
2007,541,453,1
2007,622,325,1
2007,424,522,1
2007,335,532,1
2007,332,561,1
2007,321,423,2
2007,623,424,1
2007,424,453,2
2007,336,327,1
2007,325,212,4
2007,332,517,1
2007,812,453,1
2007,221,551,1
2007,519,511,16
2007,511,212,1
2007,486,325,1
2007,448,448,2
2007,453,423,4
2007,339,313,1
2007,326,326,27
2007,722,517,1
2007,531,211,1
2007,323,561,3
2007,721,711,1
2007,485,333,1
2007,531,721,60
2007,325,424,9
2007,311,339,1
2007,111,488,1
2007,522,813,2
2007,523,812,6
2007,711,511,1
2007,423,444,2
2007,811,332,1
2007,325,333,6
2007,518,334,2
2007,336,533,1
2007,519,561,2
2007,523,441,7
2007,523,313,5
2007,531,523,13
2007,324,486,1
2007,522,339,2
2007,325,339,9
2007,561,334,2
2007,334,443,3
2007,523,213,2
2007,448,423,1
2007,525,238,2
2007,237,327,2
2007,532,532,28
2007,541,115,1
2007,512,423,1
2007,335,336,3
2007,533,541,2
2007,531,541,2
2007,212,711,1
2007,525,493,1
2007,339,339,90
2007,326,334,1
2007,523,515,14
2007,531,622,5
2007,561,488,1
2007,525,488,2
2007,611,561,1
2007,442,337,1
2007,811,541,2
2007,561,451,1
2007,811,441,2
2007,611,622,3
2007,339,314,2
2007,423,721,1
2007,611,611,38
2007,923,923,1
2007,532,512,1
2007,611,511,1
2007,333,313,1
2007,423,212,1
2007,517,561,2
2007,334,322,1
2007,721,721,62
2007,238,561,1
2007,813,541,2
2007,313,424,1
2007,511,611,5
2007,561,561,114
2007,424,339,3
2007,211,221,7
2007,322,322,24
2007,325,211,1
2007,561,484,1
2007,711,713,4
2007,533,423,2
2007,213,325,1
2007,333,541,17
2007,561,517,2
2007,481,523,1
2007,451,453,3
2007,532,721,2
2007,623,623,22
2007,335,541,4
2007,523,624,1
2007,238,333,1
2007,211,212,3
2007,333,491,1
2007,488,532,1
2007,622,622,43
2007,924,325,4
2007,523,486,3
2007,811,237,1
2007,324,324,8
2007,443,423,1
2007,561,423,2
2007,533,311,3
2007,532,485,1
2007,523,622,7
2007,445,523,2
2007,522,551,27
2007,448,533,1
2007,811,325,2
2007,237,213,2
2007,221,211,7
2007,525,311,2
2007,621,622,22
2007,213,332,1
2007,519,512,1
2007,523,327,8
2007,517,812,1
2007,423,333,9
2007,238,484,2
2007,325,326,3
2007,622,446,1
2007,525,334,2
2007,493,221,1
2007,327,337,1
2007,525,332,2
2007,423,238,1
2007,561,441,1
2007,519,334,1
2007,311,331,1
2007,926,511,1
2007,532,423,4
2007,522,511,12
2007,533,511,1
2007,561,336,1
2007,486,333,1
2007,483,523,1
2007,325,111,1
2007,332,325,2
2007,212,113,1
2007,523,483,2
2007,311,311,74
2007,622,212,1
2007,423,321,1
2007,713,711,1
2007,541,335,5
2007,621,211,1
2007,511,325,1
2007,561,337,1
2007,525,323,1
2007,561,454,1
2007,531,325,2
2007,332,423,5
2007,523,333,34
2007,562,238,2
2007,441,524,1
2007,311,312,2
2007,331,331,33
2007,423,423,98
2007,325,236,2
2007,448,517,1
2007,533,722,2
2007,423,453,4
2007,624,611,1
2007,311,212,1
2007,448,454,1
2007,334,211,1
2007,493,532,1
2007,511,424,1
2007,425,532,2
2007,541,311,2
2007,525,237,2
2007,323,315,1
2007,523,444,4
2007,532,523,1
2007,525,236,2
2007,238,334,1
2007,327,335,1
2007,333,221,3
2007,517,541,21
2007,524,621,4
2007,561,325,2
2007,532,334,1
2007,333,493,1
2007,621,337,1
2007,424,334,1
2007,541,312,3
2007,541,237,1
2007,531,111,4
2007,336,541,4
2007,524,238,1
2007,312,221,1
2007,337,316,1
2007,713,511,3
2007,519,519,8
2007,237,445,1
2007,335,517,4
2007,326,325,3
2007,522,453,1
2007,512,621,1
2007,531,522,6
2007,621,561,3
2007,621,713,1
2007,511,561,20
2007,721,237,1
2007,621,541,19
2007,541,515,4
2007,525,484,1
2007,523,321,5
2007,541,324,1
2007,325,452,1
2007,523,484,7
2007,561,323,3
2007,483,541,2
2007,623,621,6
2007,541,339,2
2007,332,236,1
2007,453,322,1
2007,523,517,32
2007,621,525,1
2007,523,336,22
2007,711,512,1
2007,221,327,2
2007,562,327,1
2007,491,541,1
2007,812,325,1
2007,523,493,1
2007,327,444,3
2007,621,522,1
2007,523,924,1
2007,311,423,1
2007,447,445,5
2007,713,812,1
2007,523,447,1
2007,523,523,218
2007,621,325,3
2007,523,512,13
2007,481,481,12
2007,314,325,1
2007,531,237,24
2007,424,488,1
2007,325,533,1
2007,335,511,2
2007,525,515,2
2007,562,424,1
2007,523,532,5
2007,335,322,1
2007,447,447,7
2007,325,713,1
2007,453,519,1
2007,453,441,1
2007,336,423,4
2007,523,113,4
2007,523,541,110
2007,325,511,5
2007,423,424,6
2007,339,511,5
2007,424,326,3
2007,621,485,2
2007,812,511,2
2007,524,522,1
2007,721,561,1
2007,236,221,1
2007,812,561,1
2007,561,511,24
2007,551,524,1
2007,541,812,2
2007,488,334,1
2007,212,331,1
2007,425,484,1
2007,423,315,1
2007,525,112,1
2007,541,532,1
2007,237,541,3
2007,236,236,14
2007,523,722,21
2007,441,522,1
2007,424,446,1
2007,511,486,1
2007,621,623,10
2007,523,611,7
2007,335,335,37
2007,111,111,7
2007,551,531,1
2007,211,333,2
2007,541,511,90
2007,445,312,3
2007,236,327,1
2007,324,211,3
2007,511,443,2
2007,336,332,6
2007,327,326,2
2007,332,337,1
2007,525,211,1
2007,721,713,1
2007,451,423,2
2007,511,519,6
2007,541,518,7
2007,237,483,1
2007,551,522,14
2007,813,531,1
2007,321,321,9
2007,531,334,3
2007,488,336,1
2007,541,523,5
2007,518,323,1
2007,522,325,2
2007,423,325,2
2007,523,442,1
2007,511,237,1
2007,315,453,1
2007,326,339,3
2007,211,325,1
2007,523,446,3
2007,924,562,1
2007,522,424,1
2007,321,531,1
2007,315,314,1
2007,484,561,1
2007,541,562,1
2007,541,611,1
2007,212,327,6
2007,424,424,44
2007,337,332,2
2007,722,311,2
2007,525,524,2
2007,562,624,2
2007,444,325,1
2007,326,511,1
2007,512,453,1
2007,541,236,6
2007,334,622,1
2007,488,483,1
2007,339,327,1
2007,561,212,2
2007,511,811,1
2007,451,451,6
2007,525,511,5
2007,523,922,1
2007,523,519,4
2007,446,812,1
2007,541,423,4
2007,336,325,3
2007,334,334,244
2007,541,813,2
2007,711,515,3
2007,323,323,28
2007,624,624,5
2007,523,711,11
2007,541,213,3
2007,524,622,2
2007,237,451,1
2007,315,523,1
2007,511,336,1
2007,611,923,1
2007,443,511,1
2007,623,531,3
2007,424,454,2
2007,213,561,2
2007,611,713,1
2007,335,325,3
2007,339,621,4
2007,221,493,2
2007,531,561,2
2007,523,531,78
2007,561,811,1
2007,325,323,1
2007,333,331,3
2007,446,315,1
2007,523,443,3
2007,315,315,9
2007,424,312,2
2007,211,339,1
2007,541,322,1
2007,424,314,2
2007,424,511,2
2007,523,425,2
2007,926,541,1
2007,523,533,1
2007,334,518,4
2007,541,923,1
2007,519,515,1
2007,334,621,4
2007,523,811,1
2007,212,483,2
2007,484,488,9
2007,331,333,1
2007,524,482,1
2007,323,321,1
2007,337,541,1
2007,333,325,11
2007,523,452,3
2007,611,721,1
2007,212,212,76
2007,315,561,1
2007,237,311,1
2007,332,323,1
2007,484,493,2
2007,333,339,4
2007,325,451,1
2007,523,424,13
2007,311,523,1
2007,213,237,4
2007,524,561,3
2007,561,518,4
2007,531,311,1
2007,512,446,1
2007,446,339,1
2007,713,515,1
2007,486,486,9
2007,333,441,1
2007,443,561,1
2007,237,423,2
2007,522,236,2
2007,441,336,1
2007,722,333,2
2007,423,812,1
2007,423,336,3
2007,541,522,3
2007,445,721,1
2007,237,324,1
2007,339,333,7
2007,713,713,18
2007,221,335,1
2007,313,325,1
2007,323,511,5
2007,237,236,3
2007,333,332,15
2007,334,561,7
2007,237,523,1
2007,333,237,2
2007,423,332,12
2007,424,327,1
2007,517,511,12
2007,522,448,1
2007,622,721,1
2007,485,485,8
2007,522,336,2
2007,321,322,2
2007,337,337,17
2007,444,332,1
2007,624,511,1
2007,339,334,15
2007,334,238,2
2007,813,511,2
2007,423,562,4
2007,238,332,3
2007,623,325,1
2007,522,531,7
2007,522,423,1
2007,523,326,13
2007,212,211,1
2007,531,212,1
2007,622,524,3
2007,322,339,2
2007,325,517,1
2007,325,486,1
2007,813,522,1
2007,332,335,4
2007,325,493,1
2007,337,333,3
2007,511,624,1
2007,424,211,2
2007,524,624,1
2007,324,447,1
2007,561,326,1
2007,337,326,1
2007,336,336,61
2007,511,511,344
2007,523,112,5
2007,335,524,1
2007,541,336,1
2007,333,713,1
2007,561,541,48
2007,333,211,1
2007,532,238,2
2007,512,237,1
2007,327,424,1
2007,311,541,1
2007,331,336,2
2007,315,424,1
2007,531,722,2
2007,332,336,4
2007,522,481,1
2007,486,424,2
2007,523,324,4
2007,454,454,18
2007,221,454,2
2007,523,339,25
2007,541,484,2
2007,221,237,2
2007,238,335,1
2007,237,447,1
2007,333,523,1
2007,327,237,1
2007,523,451,5
2007,517,515,8
2007,525,532,1
2007,515,517,1
2007,523,511,54
2007,339,331,1
2007,339,326,2
2007,327,238,5
2007,523,325,42
2007,BCC,926,1
2007,322,331,1
2007,336,713,1
2007,212,325,1
2007,448,316,1
2007,519,518,4
2007,212,324,1
2007,333,561,4
2007,424,325,2
2007,518,541,21
2007,312,312,31
2007,213,486,1
2007,324,325,3
2007,511,522,3
2007,322,541,1
2007,524,524,244
2007,541,531,3
2007,531,611,1
2007,541,333,10
2007,424,445,5
2007,423,335,6
2007,561,333,2
2007,425,446,1
2007,488,424,1
2007,334,511,113
2007,443,237,1
2007,331,423,5
2007,424,315,10
2007,451,315,1
2007,316,314,1
2007,532,481,1
2007,315,316,1
2007,322,323,1
2007,524,221,2
2007,312,424,3
2007,333,711,1
2007,212,237,3
2007,541,332,4
2007,561,512,1
2007,541,443,1
2007,237,721,13
2007,453,454,1
2007,517,444,1
2007,531,312,1
2007,541,621,10
2007,523,237,20
2007,221,561,1
2007,424,322,1
2007,454,424,1
2007,515,523,1
2007,515,531,1
2007,325,332,3
2007,445,722,2
2007,541,519,1
2007,324,445,2
2007,423,443,2
2007,315,493,1
2007,488,481,2
2007,333,323,2
2007,335,316,1
2007,332,332,46
2007,324,493,1
2007,333,511,8
2007,517,711,1
2007,711,533,1
2007,333,812,2
2007,722,533,1
2007,483,488,6
2007,523,721,49
2007,237,335,1
2007,336,334,7
2007,425,423,6
2007,515,541,4
2007,334,332,3
2007,423,337,1
2007,488,493,1
2007,337,325,1
2007,531,423,1
2007,238,325,1
2007,621,523,1
2007,523,481,3
2007,311,512,1
2007,517,531,1
2007,334,335,9
2007,521,522,1
2007,334,517,20
2007,518,511,13
2007,445,311,1
2007,512,541,3
2007,533,238,7
2007,531,512,4
2007,326,424,2
2007,321,327,2
2007,517,517,127
2007,324,327,1
2007,339,423,6
2007,325,446,4
2007,523,212,21
2007,541,561,26
2007,332,811,1
2007,334,523,7
2007,525,325,5
2007,325,621,10
2007,424,311,3
2007,221,333,1
2007,924,924,1
2007,525,525,31
2007,334,312,1
2007,423,237,2
2007,424,541,3
2007,448,452,1
2007,525,531,5
2007,524,623,2
2007,454,451,2
2007,238,237,1
2007,327,325,5
2007,334,453,2
2007,531,113,1
2007,453,713,1
2007,523,524,29
2007,531,236,3
2007,211,523,1
2007,444,444,7
2007,443,541,3
2007,515,512,3
2007,333,531,1
2007,336,522,2
2007,525,445,1
2007,511,517,8
2007,441,423,3
2007,484,532,1
2007,562,332,1
2007,211,237,1
2007,621,334,3
2007,313,322,1
2007,324,221,1
2007,531,531,249
2007,423,339,4
2007,485,488,1
2007,561,522,4
2007,523,316,4
2007,621,339,4
2007,446,334,1
2007,515,522,1
2007,522,332,2
2007,325,541,20
2007,334,331,3
2007,424,561,1
2007,523,423,17
2007,327,333,1
2007,221,334,1
2007,236,551,1
2007,448,339,1
2007,517,334,10
2007,334,333,20
2007,493,493,7
2007,336,313,2
2007,523,562,7
2007,331,325,1
2007,711,448,1
2007,524,531,3
2007,623,622,5
2007,213,333,1
2007,811,238,1
2007,334,337,1
2007,812,339,1
2007,522,488,1
2007,445,445,21
2007,326,332,1
2007,622,623,2
2007,424,423,1
2007,335,334,27
2007,622,531,3
2007,444,321,1
2007,324,424,4
2007,237,488,1
2007,721,532,1
2007,211,213,12
2007,333,333,83
2007,339,211,1
2007,331,334,1
2007,533,211,1
2007,424,332,1
2007,334,424,2
2007,561,812,1
2007,518,518,8
2007,611,711,1
2007,517,238,4
2007,316,339,1
2007,337,423,1
2007,424,213,1
2007,523,713,6
2007,812,446,2
2007,522,518,2
2007,445,447,2
2007,531,331,1
2007,511,621,4
2007,511,323,5
2007,331,321,1
2007,333,213,5
2007,511,453,2
2007,321,444,1
2007,525,336,2
2007,511,523,4
2007,325,562,2
2007,924,237,2
2007,332,446,1
2007,423,483,1
2007,423,312,1
2007,531,621,3
2007,332,523,1
2007,213,238,3
2007,532,336,3
2007,339,322,2
2007,315,339,1
2007,442,443,1
2007,511,334,51
2007,313,238,1
2007,523,445,4
2007,316,315,3
2007,511,423,1
2007,334,922,2
2007,524,336,1
2007,551,525,1
2007,238,238,21
2007,525,339,1
2007,453,443,1
2007,316,316,7
2007,339,336,3
2007,325,561,2
2007,525,722,1
2007,483,445,1
2007,238,236,1
2007,532,561,1
2007,453,512,1
2007,541,711,2
2007,325,311,1
2007,424,335,1
2007,488,561,1
2007,221,541,3
2007,327,332,2
2007,452,452,3
2007,333,335,13
2007,518,621,1
2007,339,541,9
2007,325,327,2
2007,511,512,5
2007,531,443,1
2007,443,443,3
2007,523,561,27
2007,335,441,1
2007,325,523,1
2007,445,424,2
2007,334,423,16
2007,515,561,1
2007,321,332,2
2007,334,532,1
2007,482,482,3
2007,515,515,69
2007,522,312,1
2007,332,541,2
2007,522,237,5
2007,621,511,4
2007,624,621,2
2007,321,113,1
2007,517,488,1
2007,335,337,1
2007,423,316,1
2007,336,511,6
2007,713,523,1
2007,337,314,2
2007,511,531,2
2007,444,334,1
2007,339,523,1
2007,512,517,2
2007,517,811,1
2007,424,451,1
2007,336,811,3
2007,333,322,4
2007,523,332,20
2007,335,332,2
2007,446,325,2
2007,425,325,1
2007,313,561,1
2007,334,522,2
2007,337,339,1
2007,441,311,1
2007,511,711,1
2007,532,541,1
2007,541,713,2
2007,522,523,35
2007,481,611,1
2007,339,311,1
2007,523,322,12
2007,335,515,1
2007,621,611,1
2007,213,518,1
2007,523,312,15
2007,339,316,1
2007,327,811,1
2007,212,423,1
2007,446,333,1
2007,312,445,1
2007,336,331,1
2007,518,522,2
2007,531,525,8
2007,446,446,10
2007,525,321,1
2007,561,721,1
2007,523,525,13
2007,327,423,4
2007,722,522,1
2007,522,522,270
2007,562,924,4
2007,423,334,4
2007,562,334,1
2007,481,488,2
2007,322,325,2
2007,213,721,1
2007,488,523,1
2007,424,486,1
2007,523,621,13
2007,562,541,3
2007,327,324,2
2007,713,721,5
2007,525,331,5
2007,721,722,1
2007,333,238,3
2007,333,621,1
2007,523,551,3
2007,524,713,1
2007,237,624,1
2007,113,321,1
2007,236,321,1
2007,334,533,1
2007,444,238,1
2007,525,322,1
2007,484,484,20
2007,322,326,2
2007,238,515,1
2007,512,511,3
2007,522,515,1
2007,333,423,12
2007,512,515,1
2007,517,621,2
2007,512,512,28
2007,447,327,1
2007,336,339,4
2007,316,533,1
2007,334,524,1
2007,524,541,11
2007,541,323,5
2007,531,454,1
2007,211,541,3
2007,517,443,2
2007,332,443,1
2007,442,442,4
2007,311,314,1
2007,523,488,9
2007,441,523,1
2007,511,623,1
2007,331,335,1
2007,336,238,2
2007,562,562,41
2007,213,924,1
2007,531,452,3
2007,339,488,1
2007,211,486,2
2007,488,484,3
2007,562,423,1
2007,339,238,1
2007,488,713,1
2007,337,424,1
2007,525,333,1
2007,454,423,1
2007,813,813,14
2007,523,331,12
2007,551,551,14
2007,325,334,11
2007,541,325,13
2007,237,333,1
2007,327,212,4
2007,522,221,4
2007,522,561,4
2007,339,332,1
2007,112,112,3
2007,213,324,1
2007,525,335,2
2007,523,111,13
2007,313,313,3
2007,339,337,2
2007,621,621,112
2007,525,337,1
2007,424,221,2
2007,332,488,1
2007,221,324,1
2007,488,322,1
2007,333,532,2
2007,551,523,2
2007,483,562,1
2007,454,486,1
2007,423,441,3
2007,331,326,1
2007,311,112,1
2007,522,311,1
2007,321,238,1
2007,423,523,2
2007,323,322,2
2007,325,331,1
2007,454,445,1
2007,561,339,1
2007,511,518,7
2007,515,511,3
2007,525,444,1
2007,453,511,2
2007,237,237,16
2007,314,339,1
2007,523,454,3
2007,482,541,1
2007,519,711,1
2007,213,541,2
2007,213,212,4
2007,525,561,2
2007,423,221,1
2007,522,524,11
2007,488,488,21
2007,335,339,2
2007,221,212,1
2007,311,424,8
2007,541,541,609
2007,333,488,1
2007,311,322,1
2007,213,211,10
2007,424,444,1
2007,113,511,1
2007,325,336,1
2007,525,812,1
2007,331,327,1
2007,335,221,1
2007,423,511,5
2007,325,325,228
2007,336,333,6
2007,525,424,2
2007,323,339,1
2007,454,512,1
2007,453,448,1
2007,312,311,3
2007,524,511,5
2007,314,442,2
2007,611,541,2
2007,522,337,1
2007,423,446,1
2007,221,488,1
2007,452,442,1
2007,323,811,1
2007,524,525,4
2007,334,541,77
2007,541,212,1
2007,114,114,1
2007,331,322,1
2007,453,424,2
2007,326,337,1
2007,423,621,2
2007,237,713,1
2007,525,522,4
2007,221,424,1
2007,517,453,1
2007,522,811,1
2007,237,334,3
2007,238,451,1
2007,424,493,1
2007,522,322,1
2007,335,333,6
2007,453,325,1
2007,562,325,1
2007,523,314,3
2007,512,451,1
2007,924,333,1
2007,314,423,1
2007,522,335,1
2007,518,523,1
2007,522,812,1
2007,326,423,2
2007,541,488,2
2007,531,623,7
2007,326,336,1
2007,517,325,2
2007,541,517,7
2007,622,621,9
2007,423,541,10
2007,481,484,1
2007,454,511,1
2007,321,337,1
2007,453,541,1
2007,441,441,36
2007,339,811,1
2007,221,321,1
2007,237,532,1
2007,486,211,3
2007,927,211,1
2007,339,444,1
2007,524,523,8
2007,446,621,4
2007,525,541,5
2007,713,334,1
2007,561,621,1
2007,424,447,1
2007,541,512,3
2007,454,711,1
2007,334,325,13
2007,423,493,1
2007,524,332,2
2007,334,221,3
2007,332,238,4
2007,623,541,1
2007,424,523,3
2007,332,511,1
2007,517,332,1
2007,336,711,1
2007,518,561,3
2007,511,441,1
2007,519,453,1
2007,531,441,1
2007,423,331,4
2007,541,811,2
2007,541,337,1
2007,524,488,1
2007,332,334,7
2007,713,541,4
2007,523,334,50
2007,522,517,2
2007,624,541,1
2007,722,454,3
2007,621,524,5
2007,212,333,1
2007,335,811,1
2007,332,331,2
2007,236,238,3
2007,524,517,1
2007,532,331,1
2007,339,622,1
2007,711,561,1
2007,623,511,1
2007,237,525,1
2007,561,524,1
2007,213,221,4
2007,523,236,11
2007,325,423,4
2007,561,523,4
2007,523,315,5
2007,611,325,2
2007,525,517,2
2007,238,213,3
2007,213,523,1
2007,492,481,1
2007,517,326,1
2007,525,562,2
2007,522,541,12
2007,335,331,3
2007,481,221,1
2007,423,327,4
2007,519,424,1
2007,113,113,1
2007,541,221,4
2007,221,924,1
2007,339,515,1
2007,334,336,4
2007,711,711,10
2007,722,722,64
2007,525,212,2
2007,451,512,1
2007,517,424,2
2007,211,211,170
2007,541,238,5
2007,531,524,3
2007,333,326,5
2007,531,511,1
2007,493,541,1
2007,212,525,1
2007,721,523,1
2007,334,326,1
2007,453,453,9
2007,315,211,1
2007,324,484,1
2007,541,334,18
2007,561,611,2
2007,211,443,1
2007,237,325,1
2007,453,315,2
2007,522,238,1
2007,531,444,1
2007,333,334,31
2007,336,441,2
2007,315,448,3
2007,523,623,7
2007,332,212,1
2007,314,314,3
2007,335,488,2
2007,213,511,2
2007,327,331,1
2007,522,334,2
2007,332,339,5
2007,313,314,4
2007,486,493,1
2007,523,335,8
2007,333,337,1
2007,324,311,1
2007,315,313,1
2007,333,515,1
2007,333,424,1
2007,337,321,1
2007,531,811,1
2007,332,321,1
2007,221,562,2
2007,325,324,4
2007,813,624,2
2007,322,332,3
2007,332,333,13
2007,524,339,1
2007,211,324,1
2007,334,512,2
2007,454,541,4
2007,713,561,2
2007,454,221,4
2007,561,493,1
2007,518,524,2
2007,221,486,1
2007,812,812,25
2007,441,331,1
2007,525,423,1
2007,325,322,5
2007,322,327,1
2007,237,722,1
2007,326,322,5
2007,331,339,1
2007,532,237,1
2007,483,483,7
2007,561,562,1
2007,335,523,1
2007,424,333,2
2007,423,811,3
2007,323,541,7
2007,523,311,23
2007,531,447,1
2007,523,448,10
2007,333,811,2
2007,541,424,2
2007,523,211,21
2007,213,213,24
2007,531,493,6
2007,339,325,15
2008,327,811,2
2008,541,327,4
2008,531,238,1
2008,335,339,1
2008,517,443,1
2008,335,611,1
2008,331,333,3
2008,525,336,1
2008,424,213,1
2008,511,518,6
2008,454,334,1
2008,522,442,1
2008,481,523,1
2008,511,335,1
2008,311,322,2
2008,561,811,2
2008,523,324,1
2008,523,454,4
2008,541,333,3
2008,425,811,1
2008,451,448,1
2008,424,339,1
2008,523,221,20
2008,611,531,1
2008,522,236,1
2008,333,722,4
2008,453,313,1
2008,522,221,1
2008,325,311,3
2008,325,424,16
2008,326,322,1
2008,336,238,1
2008,523,424,12
2008,511,425,1
2008,561,512,3
2008,213,511,4
2008,523,811,4
2008,525,561,4
2008,334,541,32
2008,325,312,2
2008,237,221,3
2008,525,339,1
2008,333,333,102
2008,541,212,2
2008,523,339,29
2008,326,332,2
2008,541,621,8
2008,532,339,1
2008,611,325,1
2008,325,425,2
2008,423,334,7
2008,711,523,1
2008,523,446,3
2008,236,236,13
2008,454,448,1
2008,531,721,52
2008,485,485,5
2008,525,335,1
2008,523,517,23
2008,336,335,4
2008,325,541,16
2008,482,482,5
2008,221,322,1
2008,423,339,6
2008,332,221,1
2008,423,332,1
2008,312,334,1
2008,424,512,1
2008,454,561,1
2008,525,334,4
2008,525,311,2
2008,221,562,1
2008,561,812,2
2008,517,523,1
2008,525,531,3
2008,454,511,1
2008,511,332,1
2008,621,541,6
2008,531,111,1
2008,623,446,1
2008,541,711,3
2008,541,441,1
2008,523,721,13
2008,551,511,1
2008,221,238,1
2008,237,924,1
2008,484,481,1
2008,541,484,1
2008,333,336,3
2008,327,337,1
2008,531,561,3
2008,713,541,3
2008,623,541,1
2008,511,511,343
2008,424,541,1
2008,327,335,1
2008,327,326,1
2008,311,424,9
2008,811,523,1
2008,525,511,4
2008,561,334,6
2008,423,333,3
2008,423,523,2
2008,512,512,25
2008,541,531,1
2008,325,531,1
2008,453,334,1
2008,333,314,1
2008,523,482,1
2008,333,447,1
