year,Source,Target,numberacquisitions
2002,237,237,8
2002,511,424,1
2002,517,541,15
2002,336,324,1
2002,334,326,4
2002,541,237,2
2002,322,322,15
2002,424,424,33
2002,523,811,1
2002,551,339,1
2002,339,812,1
2002,621,488,1
2002,541,525,1
2002,531,511,2
2002,334,212,1
2002,523,212,8
2002,811,336,1
2002,812,453,1
2002,518,927,1
2002,424,493,2
2002,454,325,2
2002,211,711,1
2002,515,515,59
2002,221,488,1
2002,325,324,1
2002,336,325,1
2002,512,621,1
2002,423,443,1
2002,488,484,9
2002,541,339,2
2002,523,441,2
2002,531,314,1
2002,333,488,2
2002,524,423,1
2002,424,315,2
2002,511,713,1
2002,541,311,2
2002,515,334,2
2002,327,333,1
2002,721,721,24
2002,221,444,1
2002,523,424,13
2002,533,334,1
2002,561,722,2
2002,927,336,1
2002,441,423,4
2002,561,512,1
2002,311,481,1
2002,532,334,1
2002,562,562,15
2002,621,541,6
2002,541,333,6
2002,113,113,3
2002,562,325,2
2002,518,541,5
2002,339,423,6
2002,454,311,1
2002,523,445,4
2002,211,486,1
2002,541,621,6
2002,325,424,4
2002,111,311,2
2002,541,518,3
2002,423,423,45
2002,561,511,4
2002,532,423,2
2002,562,561,1
2002,221,211,2
2002,445,445,16
2002,452,453,1
2002,339,211,2
2002,488,485,5
2002,524,524,133
2002,212,327,2
2002,333,326,2
2002,423,561,2
2002,532,488,1
2002,541,445,1
2002,511,523,1
2002,519,334,1
2002,325,331,2
2002,326,326,17
2002,316,424,1
2002,623,446,1
2002,523,447,1
2002,334,325,10
2002,541,541,397
2002,321,442,1
2002,339,336,1
2002,237,541,2
2002,212,211,1
2002,551,551,3
2002,531,326,1
2002,448,451,1
2002,334,524,1
2002,335,488,2
2002,339,335,1
2002,522,515,1
2002,541,512,2
2002,236,337,1
2002,541,519,7
2002,211,324,2
2002,511,519,31
2002,561,532,1
2002,327,325,2
2002,221,336,1
2002,512,812,1
2002,531,523,4
2002,515,541,3
2002,236,333,1
2002,333,812,1
2002,523,446,2
2002,238,721,1
2002,518,511,4
2002,339,541,6
2002,925,925,1
2002,238,236,1
2002,519,519,17
2002,512,515,6
2002,541,515,1
2002,451,327,1
2002,339,448,1
2002,321,326,3
2002,221,324,1
2002,453,523,1
2002,561,611,1
2002,236,517,1
2002,334,221,3
2002,924,924,2
2002,523,483,5
2002,325,453,1
2002,562,522,2
2002,324,447,1
2002,334,621,2
2002,325,488,1
2002,523,321,2
2002,332,327,3
2002,484,488,2
2002,924,562,1
2002,519,512,2
2002,423,451,1
2002,334,483,1
2002,423,333,2
2002,314,314,2
2002,443,451,1
2002,525,561,1
2002,519,561,2
2002,315,517,2
2002,332,541,4
2002,211,424,1
2002,523,327,5
2002,236,447,1
2002,321,334,1
2002,522,333,1
2002,541,611,2
2002,212,541,3
2002,562,336,1
2002,336,333,9
2002,424,423,3
2002,213,334,1
2002,443,443,2
2002,424,486,2
2002,221,327,1
2002,424,522,1
2002,311,493,1
2002,523,335,6
2002,622,332,1
2002,511,334,68
2002,524,522,4
2002,423,922,1
2002,484,561,1
2002,238,337,1
2002,332,523,1
2002,525,511,1
2002,518,517,2
2002,326,236,1
2002,713,721,1
2002,519,523,1
2002,532,481,1
2002,812,812,22
2002,325,511,4
2002,531,452,1
2002,337,314,1
2002,518,561,7
2002,518,522,6
2002,493,336,1
2002,325,325,135
2002,523,515,11
2003,314,332,1
2003,518,332,1
2003,327,333,1
2003,451,454,1
2003,334,611,2
2003,424,311,3
2003,561,515,1
2003,322,541,1
2003,541,211,2
2003,523,321,4
2003,511,561,8
2003,562,221,1
2003,333,517,4
2003,325,445,2
2003,327,324,1
2003,339,511,2
2003,511,611,1
2003,611,532,1
2003,221,493,2
2003,519,561,1
2003,524,621,6
2003,519,515,2
2003,522,525,6
2003,541,721,1
2003,334,332,5
2003,446,339,1
2003,454,213,1
2003,623,623,9
2003,424,486,1
2003,423,335,3
2003,481,541,1
2003,518,522,2
2003,519,334,1
2003,484,484,20
2003,523,332,9
2003,523,333,26
2003,488,236,1
2003,336,236,1
2003,511,236,1
2003,325,237,1
2003,621,622,12
2003,337,337,11
2003,335,325,2
2003,424,322,1
2003,541,334,27
2003,441,441,21
2003,533,611,1
2003,334,453,1
2003,213,212,4
2003,711,711,8
2003,213,512,1
2003,511,221,1
2003,811,423,3
2003,339,325,9
2003,532,532,15
2003,523,623,4
2003,486,488,1
2003,522,453,2
2003,522,511,3
2003,325,611,1
2003,561,518,2
2003,325,322,3
2003,445,316,1
2003,517,236,1
2003,321,332,1
2003,452,445,2
2003,237,621,1
2003,525,332,1
2003,333,561,6
2003,722,722,36
2003,111,311,1
2003,339,321,1
2003,541,533,1
2003,531,493,7
2003,339,448,1
2003,523,721,29
2003,523,446,4
2003,236,212,1
2003,334,811,2
2003,333,334,19
2003,314,325,1
2003,486,493,1
2003,541,236,6
2003,334,517,17
2003,423,444,3
2003,236,541,3
2003,525,532,1
2003,213,454,1
2003,515,532,1
2003,621,423,3
2003,447,445,1
2003,551,523,4
2003,524,523,7
2003,221,324,1
2003,339,316,1
2003,448,315,1
2003,523,622,1
2003,332,326,4
2003,332,333,4
2003,312,311,1
2003,488,336,2
2003,322,326,3
2003,561,221,4
2003,238,221,1
2003,523,924,1
2003,711,316,1
2003,445,445,21
2003,445,621,1
2003,311,524,1
2003,611,515,1
2003,531,531,130
2003,212,212,45
2003,237,541,4
2003,621,523,1
2003,523,316,1
2003,511,813,1
2003,445,311,2
2003,333,621,1
2003,332,237,1
2003,523,452,9
2003,522,523,21
2003,561,453,1
2003,531,623,5
2003,327,327,14
2003,335,517,1
2003,237,523,1
2003,525,324,1
2003,515,519,1
2003,518,531,1
2003,523,441,3
2003,621,812,2
2003,211,447,1
2003,523,511,33
2003,522,621,1
2003,484,334,1
2003,713,339,1
2003,237,721,3
2003,331,522,1
2003,333,541,5
2003,331,333,2
2003,312,312,18
2003,325,315,1
2003,212,334,1
2003,512,523,2
2003,335,423,4
2003,337,321,1
2003,333,532,1
2003,561,523,1
2003,325,333,7
2003,523,326,5
2003,488,488,19
2003,445,452,1
2003,483,713,1
2003,623,325,1
2003,237,237,10
2003,523,562,3
2003,621,524,3
2003,611,525,1
2003,488,483,2
2003,321,524,1
2003,332,541,1
2003,334,337,1
2003,561,334,5
2003,332,424,2
2003,237,454,1
2003,336,561,1
2003,517,238,4
2003,523,523,101
2003,621,424,1
2003,337,314,1
2003,332,448,2
2003,446,424,1
2003,332,327,1
2003,523,493,3
2003,324,486,1
2003,339,523,1
2003,561,531,1
2003,211,221,11
2003,523,448,3
2003,562,522,1
2003,424,488,1
2003,237,517,1
2003,525,561,1
2003,523,238,22
2003,213,211,7
2003,713,511,1
2003,424,221,2
2003,523,486,1
2003,486,325,1
2003,532,336,1
2003,541,332,1
2003,423,424,4
2003,331,336,1
2003,517,511,9
2003,483,493,1
2003,519,424,2
2003,424,443,1
2003,322,325,3
2003,531,211,1
2003,451,339,2
2003,519,512,1
2003,339,453,1
2003,452,532,2
2003,336,313,1
2003,512,711,1
2003,532,452,1
2003,221,236,1
2003,334,326,1
2003,339,423,9
2003,523,237,13
2003,423,327,1
2003,561,512,3
2003,332,332,22
2003,339,322,1
2003,322,453,1
2003,316,315,2
2003,511,519,36
2003,713,333,1
2003,532,481,1
2003,713,515,1
2003,314,313,1
2003,112,311,2
2003,238,238,13
2003,515,512,4
2003,522,333,1
2003,325,325,211
2003,531,524,3
2003,423,423,65
2003,541,624,1
2003,444,236,2
2003,523,211,18
2003,424,315,3
2003,212,221,1
2003,533,311,1
2003,525,522,1
2003,444,327,1
2003,453,237,1
2003,523,425,1
2003,211,213,7
2003,333,238,4
2003,622,621,7
2003,611,523,2
2003,113,113,1
2003,523,322,1
2003,441,811,1
2003,518,621,1
2003,BBB,531,2
2003,561,115,1
2003,517,333,1
2003,525,323,1
2003,237,336,1
2003,331,332,5
2003,213,523,1
2003,518,813,1
2003,211,333,1
2003,512,511,4
2003,561,325,5
2003,335,332,4
2003,339,336,3
2003,332,315,1
2003,336,334,9
2003,484,511,1
2003,712,325,1
2003,485,488,1
2003,321,322,1
2003,525,445,1
2003,335,335,20
2003,621,611,1
2003,511,531,1
2003,333,322,2
2003,484,333,1
2003,562,924,2
2003,519,322,1
2003,238,212,1
2003,325,533,1
2003,531,115,2
2003,339,621,2
2003,523,442,3
2003,336,333,3
2003,523,532,3
2003,523,323,7
2003,524,325,1
2003,221,333,1
2003,531,236,2
2003,452,452,7
2003,561,517,3
2003,335,331,1
2003,517,813,1
2003,238,237,1
2003,454,221,1
2003,541,238,3
2003,519,519,17
2003,531,511,1
2003,522,424,1
2003,326,238,1
2003,321,321,9
2003,561,519,1
2003,423,512,1
2003,424,325,15
2003,333,323,2
2003,451,451,13
2003,323,511,1
2003,326,331,2
2003,484,722,1
2003,522,212,1
2003,423,334,8
2003,611,326,1
2003,325,511,2
2003,484,488,5
2003,511,522,1
2003,333,811,2
2003,325,423,1
2003,337,332,3
2003,325,621,4
2003,518,518,7
2003,238,332,1
2003,531,423,1
2003,511,332,1
2003,523,315,13
2003,812,812,16
2003,624,624,3
2003,445,424,1
2003,311,339,1
2003,561,424,2
2003,327,325,2
2003,482,482,11
2003,813,813,7
2003,311,112,2
2003,443,325,2
2003,511,336,1
2003,212,332,1
2003,522,531,4
2003,324,324,10
2003,523,485,3
2003,561,561,83
2003,485,621,1
2003,621,334,4
2003,531,721,30
2003,541,491,1
2003,522,236,1
2003,323,322,2
2003,444,238,2
2003,339,541,2
2003,517,561,2
2003,532,315,1
2003,488,523,1
2003,211,493,1
2003,541,518,5
2003,541,335,1
2003,923,524,1
2003,334,522,3
2003,336,518,1
2003,522,524,31
2003,624,621,1
2003,541,511,59
2003,522,812,1
2003,333,423,8
2003,335,326,1
2003,332,334,6
2003,523,327,8
2003,333,562,1
2003,311,424,7
2003,531,523,4
2003,524,424,1
2003,424,211,3
2003,561,524,2
2003,446,621,1
2003,339,332,1
2003,511,512,1
2003,115,115,2
2003,334,561,15
2003,423,443,1
2003,523,518,2
2003,512,424,1
2003,531,442,1
2003,333,327,1
2003,561,522,3
2003,337,423,1
2003,321,517,2
2003,424,334,2
2003,492,488,4
2003,211,212,2
2003,493,493,6
2003,238,333,1
2003,611,611,41
2003,611,721,1
2003,321,423,1
2003,523,453,3
2003,523,339,19
2003,326,332,2
2003,531,452,4
2003,337,442,1
2003,531,541,7
2003,484,446,1
2003,211,211,96
2003,333,325,6
2003,423,523,1
2003,445,541,1
2003,541,323,3
2003,423,339,3
2003,713,621,1
2003,339,713,2
2003,488,423,1
2003,611,518,1
2003,561,541,19
2003,511,523,2
2003,541,621,12
2003,424,326,1
2003,713,332,1
2003,326,336,1
2003,323,541,4
2003,561,237,1
2003,237,452,1
2003,525,334,2
2003,523,311,20
2003,311,611,1
2003,523,325,39
2003,325,221,2
2003,531,713,1
2003,524,236,1
2003,322,561,1
2003,221,212,2
2003,446,446,5
2003,332,321,2
2003,525,523,5
2003,443,451,1
2003,522,324,2
2003,515,517,3
2003,311,111,3
2003,551,531,1
2003,621,325,4
2003,221,924,1
2003,424,424,40
2003,541,622,1
2003,337,333,1
2003,331,212,1
2003,492,561,2
2003,335,238,1
2003,511,423,3
2003,541,713,2
2003,523,335,6
2003,324,551,1
2003,324,325,5
2003,525,511,1
2003,524,488,1
2003,511,323,2
2003,524,522,5
2003,221,221,71
2003,485,441,1
2003,325,213,1
2003,453,453,4
2003,711,541,1
2003,523,212,10
2003,221,237,1
2003,334,511,81
2003,512,611,1
2003,517,336,1
2003,523,519,8
2003,213,551,1
2003,713,523,1
2003,324,221,1
2003,523,713,4
2003,541,339,2
2003,531,812,1
2003,488,485,1
2003,531,562,1
2003,484,448,1
2003,511,454,1
2003,333,333,67
2003,221,525,1
2003,511,517,13
2003,721,532,1
2003,238,722,3
2003,424,333,1
2003,334,621,2
2003,622,611,1
2003,453,339,2
2003,453,561,1
2003,541,336,1
2003,423,238,1
2003,211,424,2
2003,453,423,2
2003,334,624,1
2003,334,541,48
2003,325,541,13
2003,561,332,1
2003,333,332,13
2003,518,423,1
2003,532,423,1
2003,337,334,2
2003,511,333,2
2003,515,511,1
2003,541,541,351
2003,483,926,1
2003,523,314,2
2003,333,315,1
2003,336,441,2
2003,517,515,5
2003,454,211,5
2003,515,561,2
2003,562,423,1
2003,524,531,4
2003,111,111,2
2003,551,524,1
2003,444,325,1
2003,315,336,1
2003,212,327,1
2003,213,213,7
2003,424,524,1
2003,334,331,3
2003,711,325,1
2003,336,339,1
2003,448,448,3
2003,721,523,2
2003,541,524,3
2003,621,621,66
2003,541,488,1
2003,523,541,76
2003,326,325,1
2003,325,211,1
2003,452,448,2
2003,561,423,1
2003,531,441,1
2003,335,561,1
2003,722,511,1
2003,332,561,2
2003,236,236,31
2003,511,334,70
2003,481,336,2
2003,335,541,2
2003,523,454,5
2003,424,561,1
2003,333,812,1
2003,445,447,1
2003,451,541,1
2003,561,326,1
2003,453,541,2
2003,523,561,23
2003,511,511,154
2003,336,928,1
2003,926,221,1
2003,525,312,2
2003,561,454,2
2003,525,811,1
2003,524,525,7
2003,321,623,1
2003,336,541,5
2003,445,334,1
2003,531,484,1
2003,523,221,42
2003,332,336,9
2003,561,713,1
2003,236,511,1
2003,531,312,1
2003,721,531,1
2003,423,325,5
2003,424,532,1
2003,334,523,1
2003,335,339,1
2003,442,442,4
2003,523,525,8
2003,423,441,3
2003,541,322,1
2003,311,311,82
2003,331,326,1
2003,337,339,1
2003,713,713,11
2003,314,314,3
2003,523,517,25
2003,562,561,1
2003,921,721,2
2003,236,237,2
2003,441,541,2
2003,213,332,2
2003,339,488,1
2003,331,236,1
2003,423,331,2
2003,541,561,23
2003,339,333,3
2003,454,325,2
2003,424,541,3
2003,522,623,1
2003,423,524,2
2003,454,453,1
2003,326,339,2
2003,492,484,3
2003,524,511,3
2003,237,445,1
2003,515,488,1
2003,334,339,16
2003,523,115,1
2003,551,541,1
2003,924,517,2
2003,541,611,4
2003,423,333,1
2003,334,334,300
2003,454,332,1
2003,541,311,1
2003,238,541,1
2003,923,541,1
2003,523,533,2
2003,561,238,2
2003,336,811,2
2003,523,492,2
2003,331,423,2
2003,522,515,1
2003,326,326,22
2003,336,423,5
2003,624,611,1
2003,423,336,2
2003,522,541,8
2003,541,519,3
2003,512,561,1
2003,213,532,2
2003,523,236,7
2003,211,111,1
2003,523,481,3
2003,523,445,3
2003,541,924,1
2003,325,311,4
2003,332,322,2
2003,316,424,1
2003,332,519,1
2003,525,515,3
2003,518,561,6
2003,622,623,3
2003,492,492,3
2003,486,221,6
2003,523,522,47
2003,339,424,4
2003,334,325,9
2003,523,811,2
2003,423,236,2
2003,327,423,2
2003,486,561,1
2003,523,484,4
2003,611,511,7
2003,517,211,1
2003,238,561,1
2003,611,519,2
2003,511,811,1
2003,339,335,1
2003,517,541,13
2003,339,339,66
2003,712,721,1
2003,518,334,2
2003,524,541,19
2003,334,512,1
2003,523,812,18
2003,454,445,1
2003,522,443,1
2003,522,522,313
2003,523,331,8
2003,486,211,3
2003,333,511,7
2003,423,332,2
2003,531,522,3
2003,722,311,1
2003,339,326,1
2003,522,561,4
2003,334,812,2
2003,332,331,5
2003,333,518,1
2003,484,491,1
2003,339,515,1
2003,335,515,1
2003,311,115,1
2003,336,326,2
2003,524,334,2
2003,331,561,1
2003,517,423,2
2003,454,424,5
2003,525,311,1
2003,523,531,20
2003,454,454,27
2003,323,334,1
2003,339,334,16
2003,525,525,26
2003,448,453,1
2003,523,551,1
2003,211,486,2
2003,523,711,8
2003,443,334,1
2003,522,237,1
2003,211,237,2
2003,523,113,5
2003,442,452,1
2003,315,315,15
2003,523,336,13
2003,335,483,1
2003,335,333,3
2003,335,522,1
2003,211,562,1
2003,621,212,1
2003,423,314,1
2003,454,443,2
2003,541,446,1
2003,523,488,3
2003,315,541,1
2003,541,517,13
2003,211,541,1
2003,611,711,1
2003,335,511,1
2003,519,511,10
2003,213,621,2
2003,523,444,3
2003,445,722,3
2003,551,522,23
2003,334,323,1
2003,611,332,1
2003,811,511,1
2003,512,325,1
2003,811,811,4
2003,326,322,3
2003,211,483,1
2003,541,221,2
2003,111,312,1
2003,486,324,3
2003,453,512,1
2003,443,443,2
2003,483,532,1
2003,623,621,2
2003,561,483,1
2003,519,711,1
2003,326,333,2
2003,446,325,2
2003,313,313,5
2003,453,454,3
2003,212,441,1
2003,113,111,2
2003,322,323,2
2003,236,531,2
2003,334,424,2
2003,339,323,1
2003,531,512,5
2003,611,541,2
2003,541,522,4
2003,332,339,2
2003,622,622,34
2003,334,221,1
2003,523,611,10
2003,334,423,8
2003,334,488,3
2003,316,339,1
2003,525,524,3
2003,331,335,1
2003,221,541,1
2003,511,237,1
2003,315,316,1
2003,523,512,11
2003,515,423,1
2003,332,221,1
2003,812,325,1
2003,721,721,18
2003,523,621,9
2003,444,321,1
2003,336,451,2
2003,551,324,1
2003,316,316,5
2003,561,532,2
2003,453,517,1
2003,334,333,22
2003,561,316,2
2003,522,221,2
2003,327,238,1
2003,334,533,1
2003,335,713,1
2003,333,331,1
2003,523,112,2
2003,621,541,1
2003,523,313,5
2003,522,551,4
2003,525,452,1
2003,453,334,1
2003,423,561,1
2003,333,211,1
2003,621,623,4
2003,112,325,1
2003,524,211,1
2003,334,532,1
2003,561,511,10
2003,531,446,1
2003,211,531,1
2003,323,323,13
2003,813,424,1
2003,519,541,3
2003,324,447,1
2003,311,325,6
2003,512,541,5
2003,525,325,1
2003,315,314,2
2003,515,541,2
2003,541,562,4
2003,441,423,1
2003,813,511,2
2003,523,443,1
2003,522,532,1
2003,531,525,4
2003,443,423,1
2003,541,333,5
2003,512,334,4
2003,212,325,1
2003,325,561,4
2003,337,621,1
2003,486,424,2
2003,551,551,1
2003,541,531,3
2003,312,324,1
2003,325,111,1
2003,221,213,1
2003,517,325,2
2003,423,531,1
2003,451,511,1
2003,325,523,2
2003,812,561,1
2003,541,523,12
2003,541,423,4
2003,541,454,2
2003,451,519,3
2003,332,324,1
2003,315,339,2
2003,331,517,1
2003,541,623,1
2003,524,561,5
2003,323,325,1
2003,541,448,1
2003,327,212,1
2003,525,488,1
2003,523,722,24
2003,339,451,3
2003,333,335,7
2003,722,334,1
2003,621,311,1
2003,212,111,1
2003,326,423,3
2003,334,336,8
2003,522,331,1
2003,326,523,1
2003,524,518,1
2003,511,451,2
2003,525,337,2
2003,334,924,1
2003,424,423,4
2003,444,423,2
2003,334,335,7
2003,333,522,1
2003,713,721,1
2003,522,518,2
2003,561,813,1
2003,238,621,1
2003,525,531,4
2003,312,424,6
2003,221,424,1
2003,331,327,2
2003,339,454,1
2003,518,524,9
2003,334,211,1
2003,541,443,1
2003,325,334,5
2003,333,213,1
2003,311,445,1
2003,484,523,1
2003,713,334,2
2003,335,334,9
2003,515,515,109
2003,541,212,2
2003,221,325,1
2003,322,562,1
2003,551,311,1
2003,447,447,1
2003,722,713,2
2003,336,511,2
2003,523,337,6
2003,237,332,1
2003,332,325,3
2003,531,334,2
2003,517,523,2
2003,333,512,1
2003,523,813,1
2003,488,524,2
2003,713,532,1
2003,518,541,1
2003,445,446,5
2003,315,448,2
2003,722,522,1
2003,621,339,3
2003,532,522,2
2003,112,112,3
2003,323,515,1
2003,523,424,13
2003,424,451,1
2003,621,511,1
2003,326,334,4
2003,611,331,1
2003,525,212,1
2003,713,561,1
2003,441,454,2
2003,621,532,1
2003,524,622,1
2003,325,424,10
2003,517,335,1
2003,523,451,1
2003,531,237,17
2003,213,518,1
2003,325,326,1
2003,486,486,10
2003,541,325,10
2003,523,334,58
2003,523,312,7
2003,339,561,1
2003,541,515,2
2003,424,238,1
2003,424,453,1
2003,327,523,1
2003,213,481,1
2003,336,332,8
2003,541,493,1
2003,311,488,1
2003,221,336,1
2003,311,523,1
2003,423,922,1
2003,532,561,1
2003,531,561,3
2003,517,334,15
2003,334,518,1
2003,523,515,21
2003,333,339,4
2003,221,486,5
2003,312,515,1
2003,511,533,1
2003,481,488,1
2003,621,522,1
2003,519,713,1
2003,321,326,1
2003,488,484,6
2003,221,211,5
2003,424,445,5
2003,622,522,1
2003,337,327,3
2003,524,524,171
2003,812,333,1
2003,322,322,19
2003,332,335,4
2003,335,321,1
2003,562,484,1
2003,518,511,8
2003,442,541,1
2003,541,512,1
2003,523,423,18
2003,334,454,1
2003,531,325,1
2003,221,811,1
2003,523,524,17
2003,237,321,1
2003,325,339,9
2003,331,324,1
2003,325,332,1
2003,441,336,1
2003,336,488,1
2003,333,336,9
2003,512,512,14
2003,445,511,1
2003,517,517,77
2003,562,562,24
2003,331,331,25
2003,111,424,1
2003,454,523,1
2003,511,541,54
2003,713,454,1
2003,722,523,2
2003,323,561,1
2003,711,336,2
2003,236,238,2
2003,522,325,1
2003,488,541,1
2003,485,485,4
2003,237,531,9
2003,922,922,1
2003,333,321,1
2003,423,541,3
2003,336,336,38
2003,332,423,3
2003,237,511,1
2003,524,221,2
2003,325,327,1
2003,325,335,2
2003,324,211,2
2003,444,111,1
2003,238,236,1
2004,531,335,1
2004,334,423,15
2004,483,424,1
2004,481,488,2
2004,311,722,1
2004,524,524,199
2004,921,336,1
2004,325,326,5
2004,424,424,38
2004,238,236,2
2004,518,541,16
2004,812,621,1
2004,332,339,4
2004,523,112,3
2004,524,518,1
2004,237,312,1
2004,522,551,5
2004,531,423,1
2004,453,454,3
2004,722,237,1
2004,492,481,1
2004,238,722,1
2004,561,711,1
2004,334,325,16
2004,522,515,1
2004,331,423,3
2004,236,325,1
2004,221,212,2
2004,211,445,1
2004,442,442,1
2004,488,541,1
2004,339,561,2
2004,327,325,3
2004,211,221,11
2004,333,511,6
2004,484,523,2
2004,339,333,4
2004,523,324,6
2004,326,336,1
2004,515,711,1
2004,321,321,14
2004,441,423,2
2004,322,322,14
2004,517,339,1
2004,515,331,1
2004,531,325,1
2004,531,623,2
2004,423,493,1
2004,523,611,2
2004,561,332,2
2004,211,486,3
2004,523,311,16
2004,523,323,3
2004,484,492,1
2004,522,522,342
2004,523,562,6
2004,515,334,1
2004,311,533,1
2004,541,518,11
2004,523,517,29
2004,622,621,19
2004,523,312,6
2004,531,237,11
2004,332,335,3
2004,423,331,2
2004,333,492,2
2004,424,511,2
2004,315,314,2
2004,332,321,1
2004,488,111,1
2004,561,238,3
2004,213,336,1
2004,315,454,1
2004,519,561,2
2004,523,313,2
2004,221,541,5
2004,311,721,1
2004,339,454,1
2004,423,333,4
2004,531,488,1
2004,331,333,3
2004,332,511,1
2004,523,314,4
2004,523,316,2
2004,326,541,2
2004,517,453,1
2004,445,331,1
2004,321,452,1
2004,221,237,1
2004,334,523,9
2004,238,212,1
2004,334,336,9
2004,221,236,2
2004,711,721,1
2004,423,522,1
2004,541,927,1
2004,237,621,2
2004,713,441,1
2004,322,424,2
2004,424,523,1
2004,325,221,1
2004,221,454,1
2004,523,524,23
2004,811,423,1
2004,445,311,1
2004,453,443,1
2004,523,332,18
2004,221,486,1
2004,541,323,2
2004,445,333,1
2004,492,484,1
2004,511,321,1
2004,621,524,7
2004,333,541,8
2004,211,211,120
2004,532,721,2
2004,453,453,7
2004,561,523,5
2004,325,522,1
2004,424,211,3
2004,532,333,1
2004,541,812,3
2004,511,423,3
2004,321,236,2
2004,523,623,3
2004,326,424,1
2004,325,325,192
2004,518,518,8
2004,336,522,2
2004,331,541,2
2004,236,237,4
2004,321,322,1
2004,518,621,1
2004,722,311,2
2004,523,442,2
2004,238,517,1
2004,523,483,4
2004,517,561,4
2004,523,443,2
2004,236,721,1
2004,327,562,1
2004,517,211,1
2004,523,445,7
2004,531,611,1
2004,321,423,1
2004,523,541,85
2004,331,322,1
2004,813,423,1
2004,212,486,1
2004,333,484,1
2004,332,325,5
2004,334,323,1
2004,315,541,1
2004,623,424,2
2004,333,336,6
2004,326,333,2
2004,523,454,6
2004,523,221,23
2004,311,523,1
2004,522,561,5
2004,541,813,3
2004,323,511,4
2004,332,236,1
2004,611,711,1
2004,336,811,1
2004,531,532,1
2004,541,453,3
2004,523,451,4
2004,326,811,1
2004,512,519,1
2004,339,511,5
2004,541,523,22
2004,517,515,12
2004,332,334,5
2004,332,336,4
2004,525,525,4
2004,515,523,1
2004,531,314,1
2004,523,424,11
2004,551,522,21
2004,486,211,4
2004,482,482,5
2004,524,522,5
2004,531,721,34
2004,311,445,2
2004,424,334,2
2004,484,424,1
2004,312,327,1
2004,221,327,1
2004,511,517,9
2004,519,515,1
2004,515,517,1
2004,813,311,1
2004,522,212,2
2004,484,493,1
2004,541,511,98
2004,334,533,1
2004,511,493,1
2004,311,926,1
2004,511,711,1
2004,221,423,1
2004,525,237,1
2004,523,493,1
2004,523,111,5
2004,339,451,2
2004,312,111,1
2004,551,517,1
2004,423,327,2
2004,236,334,2
2004,541,533,2
2004,453,321,1
2004,315,313,1
2004,523,515,36
2004,561,721,1
2004,541,316,1
2004,238,523,1
2004,423,336,3
2004,524,531,6
2004,238,321,1
2004,423,511,5
2004,453,336,1
2004,524,525,4
2004,611,923,1
2004,515,211,1
2004,511,812,1
2004,722,523,3
2004,522,531,3
2004,484,484,25
2004,511,531,2
2004,924,541,1
2004,333,713,1
2004,622,624,1
2004,531,621,2
2004,722,722,32
2004,334,519,2
2004,523,525,7
2004,312,311,5
2004,523,811,6
2004,237,238,1
2004,236,562,1
2004,213,511,2
2004,511,813,2
2004,621,325,6
2004,314,333,1
2004,624,333,1
2004,336,327,2
2004,333,236,2
2004,325,423,4
2004,212,423,3
2004,484,483,1
2004,424,312,4
2004,312,312,35
2004,333,333,82
2004,334,611,3
2004,212,221,1
2004,621,236,1
2004,424,323,1
2004,561,517,5
2004,424,541,1
2004,211,213,13
2004,441,541,2
2004,525,524,4
2004,541,446,2
2004,336,336,43
2004,339,621,4
2004,334,322,2
2004,325,315,1
2004,333,339,4
2004,236,541,1
2004,442,337,1
2004,325,511,1
2004,221,493,1
2004,337,561,1
2004,486,324,1
2004,316,316,6
2004,523,481,7
2004,321,339,1
2004,531,452,1
2004,314,313,1
2004,211,324,1
2004,511,713,1
2004,325,332,3
2004,561,423,1
2004,523,211,19
2004,523,624,2
2004,423,444,6
2004,334,551,1
2004,523,711,14
2004,327,324,1
2004,332,322,1
2004,335,443,1
2004,424,713,1
2004,212,212,34
2004,522,511,3
2004,331,332,10
2004,325,339,4
2004,236,531,2
2004,311,312,2
2004,811,811,5
2004,621,561,5
2004,337,331,1
2004,313,313,6
2004,443,512,1
2004,334,561,7
2004,561,323,1
2004,237,324,1
2004,518,561,5
2004,511,211,1
2004,525,334,1
2004,237,336,1
2004,523,335,9
2004,336,333,19
2004,531,531,127
2004,424,322,1
2004,334,515,5
2004,454,451,1
2004,447,447,5
2004,316,451,1
2004,441,522,1
2004,517,541,6
2004,532,511,1
2004,337,335,1
2004,713,713,10
2004,523,321,4
2004,523,331,15
2004,924,311,1
2004,334,511,124
2004,339,711,1
2004,561,333,2
2004,512,522,1
2004,525,211,1
2004,237,541,4
2004,339,315,1
2004,541,333,1
2004,492,523,1
2004,511,512,3
2004,337,334,1
2004,336,481,1
2004,623,325,1
2004,523,325,48
2004,517,313,1
2004,334,488,1
2004,623,446,3
2004,813,312,1
2004,561,424,1
2004,325,113,1
2004,511,611,5
2004,512,541,2
2004,511,213,1
2004,551,334,1
2004,454,454,19
2004,524,335,1
2004,811,561,1
2004,333,445,1
2004,443,443,5
2004,525,331,1
2004,713,487,1
2004,336,561,1
2004,517,423,7
2004,533,622,1
2004,541,562,1
2004,523,713,8
2004,454,211,4
2004,212,237,1
2004,339,326,4
2004,523,448,3
2004,211,212,1
2004,523,519,6
2004,511,336,3
2004,721,721,30
2004,532,561,1
2004,512,812,3
2004,221,336,1
2004,483,493,1
2004,711,711,19
2004,511,518,5
